estudiante_id,curso_id,nombre_curso,valoracion,categoria
829,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
547,101,Introducción a Python,1.0,Programación
172,105,Desarrollo Web Full Stack,3.0,Programación
892,109,Redes Neuronales,5.0,Ciencia de Datos
280,101,Introducción a Python,5.0,Programación
607,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
993,104,Diseño UX/UI,5.0,Diseño
981,107,Marketing Digital,1.0,Negocios
256,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
793,110,Big Data con Spark,2.0,Ciencia de Datos
323,108,SQL Avanzado,2.0,Bases de Datos
288,106,Blockchain Fundamentals,2.0,Tecnología
639,110,Big Data con Spark,2.0,Ciencia de Datos
986,101,Introducción a Python,1.0,Programación
393,106,Blockchain Fundamentals,5.0,Tecnología
682,107,Marketing Digital,2.0,Negocios
867,102,Machine Learning Básico,1.0,Ciencia de Datos
408,110,Big Data con Spark,1.0,Ciencia de Datos
36,104,Diseño UX/UI,1.0,Diseño
776,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
354,102,Machine Learning Básico,3.0,Ciencia de Datos
665,110,Big Data con Spark,5.0,Ciencia de Datos
150,110,Big Data con Spark,2.0,Ciencia de Datos
342,101,Introducción a Python,4.0,Programación
682,106,Blockchain Fundamentals,3.0,Tecnología
444,105,Desarrollo Web Full Stack,1.0,Programación
264,105,Desarrollo Web Full Stack,4.0,Programación
620,105,Desarrollo Web Full Stack,4.0,Programación
774,104,Diseño UX/UI,3.0,Diseño
823,108,SQL Avanzado,4.0,Bases de Datos
656,102,Machine Learning Básico,4.0,Ciencia de Datos
106,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
120,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
58,107,Marketing Digital,2.0,Negocios
741,110,Big Data con Spark,5.0,Ciencia de Datos
830,107,Marketing Digital,1.0,Negocios
908,105,Desarrollo Web Full Stack,1.0,Programación
58,110,Big Data con Spark,1.0,Ciencia de Datos
751,102,Machine Learning Básico,1.0,Ciencia de Datos
488,105,Desarrollo Web Full Stack,1.0,Programación
272,107,Marketing Digital,5.0,Negocios
790,107,Marketing Digital,3.0,Negocios
76,110,Big Data con Spark,3.0,Ciencia de Datos
997,106,Blockchain Fundamentals,1.0,Tecnología
285,105,Desarrollo Web Full Stack,1.0,Programación
94,104,Diseño UX/UI,5.0,Diseño
204,110,Big Data con Spark,2.0,Ciencia de Datos
432,105,Desarrollo Web Full Stack,4.0,Programación
289,105,Desarrollo Web Full Stack,2.0,Programación
522,106,Blockchain Fundamentals,5.0,Tecnología
100,102,Machine Learning Básico,4.0,Ciencia de Datos
223,110,Big Data con Spark,2.0,Ciencia de Datos
659,110,Big Data con Spark,1.0,Ciencia de Datos
325,104,Diseño UX/UI,2.0,Diseño
497,104,Diseño UX/UI,4.0,Diseño
690,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
545,101,Introducción a Python,5.0,Programación
691,105,Desarrollo Web Full Stack,4.0,Programación
835,101,Introducción a Python,1.0,Programación
168,110,Big Data con Spark,3.0,Ciencia de Datos
556,102,Machine Learning Básico,5.0,Ciencia de Datos
499,102,Machine Learning Básico,3.0,Ciencia de Datos
727,101,Introducción a Python,2.0,Programación
776,110,Big Data con Spark,2.0,Ciencia de Datos
602,102,Machine Learning Básico,3.0,Ciencia de Datos
617,107,Marketing Digital,4.0,Negocios
826,105,Desarrollo Web Full Stack,2.0,Programación
493,108,SQL Avanzado,4.0,Bases de Datos
729,105,Desarrollo Web Full Stack,5.0,Programación
761,104,Diseño UX/UI,2.0,Diseño
869,109,Redes Neuronales,3.0,Ciencia de Datos
689,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
978,101,Introducción a Python,5.0,Programación
780,101,Introducción a Python,5.0,Programación
279,109,Redes Neuronales,3.0,Ciencia de Datos
873,101,Introducción a Python,1.0,Programación
62,104,Diseño UX/UI,1.0,Diseño
342,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
612,109,Redes Neuronales,3.0,Ciencia de Datos
76,109,Redes Neuronales,4.0,Ciencia de Datos
718,104,Diseño UX/UI,3.0,Diseño
506,105,Desarrollo Web Full Stack,5.0,Programación
99,109,Redes Neuronales,4.0,Ciencia de Datos
891,105,Desarrollo Web Full Stack,4.0,Programación
565,107,Marketing Digital,1.0,Negocios
39,105,Desarrollo Web Full Stack,2.0,Programación
186,107,Marketing Digital,2.0,Negocios
133,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
235,102,Machine Learning Básico,4.0,Ciencia de Datos
9,110,Big Data con Spark,2.0,Ciencia de Datos
492,101,Introducción a Python,5.0,Programación
230,107,Marketing Digital,5.0,Negocios
168,110,Big Data con Spark,1.0,Ciencia de Datos
946,110,Big Data con Spark,2.0,Ciencia de Datos
517,105,Desarrollo Web Full Stack,3.0,Programación
648,101,Introducción a Python,4.0,Programación
657,107,Marketing Digital,1.0,Negocios
301,104,Diseño UX/UI,4.0,Diseño
70,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
876,106,Blockchain Fundamentals,3.0,Tecnología
714,110,Big Data con Spark,3.0,Ciencia de Datos
39,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
653,102,Machine Learning Básico,4.0,Ciencia de Datos
638,110,Big Data con Spark,4.0,Ciencia de Datos
476,108,SQL Avanzado,5.0,Bases de Datos
895,109,Redes Neuronales,1.0,Ciencia de Datos
387,109,Redes Neuronales,4.0,Ciencia de Datos
369,109,Redes Neuronales,1.0,Ciencia de Datos
934,105,Desarrollo Web Full Stack,2.0,Programación
556,105,Desarrollo Web Full Stack,5.0,Programación
203,105,Desarrollo Web Full Stack,4.0,Programación
227,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
441,102,Machine Learning Básico,1.0,Ciencia de Datos
305,101,Introducción a Python,5.0,Programación
566,106,Blockchain Fundamentals,3.0,Tecnología
656,107,Marketing Digital,1.0,Negocios
971,110,Big Data con Spark,4.0,Ciencia de Datos
408,105,Desarrollo Web Full Stack,2.0,Programación
348,104,Diseño UX/UI,2.0,Diseño
648,110,Big Data con Spark,4.0,Ciencia de Datos
178,105,Desarrollo Web Full Stack,1.0,Programación
740,106,Blockchain Fundamentals,1.0,Tecnología
201,101,Introducción a Python,5.0,Programación
724,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
390,102,Machine Learning Básico,3.0,Ciencia de Datos
256,105,Desarrollo Web Full Stack,1.0,Programación
450,110,Big Data con Spark,2.0,Ciencia de Datos
251,105,Desarrollo Web Full Stack,1.0,Programación
374,101,Introducción a Python,2.0,Programación
224,101,Introducción a Python,3.0,Programación
853,110,Big Data con Spark,1.0,Ciencia de Datos
854,101,Introducción a Python,5.0,Programación
929,102,Machine Learning Básico,1.0,Ciencia de Datos
99,101,Introducción a Python,5.0,Programación
823,106,Blockchain Fundamentals,4.0,Tecnología
977,105,Desarrollo Web Full Stack,5.0,Programación
870,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
23,105,Desarrollo Web Full Stack,5.0,Programación
677,110,Big Data con Spark,2.0,Ciencia de Datos
83,101,Introducción a Python,5.0,Programación
78,109,Redes Neuronales,1.0,Ciencia de Datos
51,104,Diseño UX/UI,1.0,Diseño
881,108,SQL Avanzado,2.0,Bases de Datos
348,108,SQL Avanzado,2.0,Bases de Datos
250,102,Machine Learning Básico,3.0,Ciencia de Datos
891,102,Machine Learning Básico,4.0,Ciencia de Datos
961,106,Blockchain Fundamentals,4.0,Tecnología
389,109,Redes Neuronales,1.0,Ciencia de Datos
624,107,Marketing Digital,5.0,Negocios
853,102,Machine Learning Básico,3.0,Ciencia de Datos
435,107,Marketing Digital,4.0,Negocios
738,106,Blockchain Fundamentals,2.0,Tecnología
98,102,Machine Learning Básico,3.0,Ciencia de Datos
435,102,Machine Learning Básico,4.0,Ciencia de Datos
249,106,Blockchain Fundamentals,1.0,Tecnología
984,107,Marketing Digital,2.0,Negocios
563,101,Introducción a Python,5.0,Programación
797,104,Diseño UX/UI,2.0,Diseño
184,101,Introducción a Python,2.0,Programación
785,104,Diseño UX/UI,5.0,Diseño
546,106,Blockchain Fundamentals,5.0,Tecnología
450,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
663,107,Marketing Digital,3.0,Negocios
374,108,SQL Avanzado,4.0,Bases de Datos
360,104,Diseño UX/UI,1.0,Diseño
195,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
93,102,Machine Learning Básico,5.0,Ciencia de Datos
634,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
789,105,Desarrollo Web Full Stack,2.0,Programación
604,110,Big Data con Spark,5.0,Ciencia de Datos
534,105,Desarrollo Web Full Stack,1.0,Programación
645,109,Redes Neuronales,4.0,Ciencia de Datos
346,102,Machine Learning Básico,1.0,Ciencia de Datos
78,110,Big Data con Spark,5.0,Ciencia de Datos
923,109,Redes Neuronales,2.0,Ciencia de Datos
249,109,Redes Neuronales,3.0,Ciencia de Datos
831,101,Introducción a Python,2.0,Programación
804,101,Introducción a Python,1.0,Programación
867,104,Diseño UX/UI,2.0,Diseño
28,107,Marketing Digital,2.0,Negocios
365,110,Big Data con Spark,3.0,Ciencia de Datos
312,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
623,107,Marketing Digital,3.0,Negocios
751,102,Machine Learning Básico,2.0,Ciencia de Datos
806,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
15,109,Redes Neuronales,5.0,Ciencia de Datos
28,110,Big Data con Spark,1.0,Ciencia de Datos
273,107,Marketing Digital,2.0,Negocios
126,109,Redes Neuronales,1.0,Ciencia de Datos
525,104,Diseño UX/UI,1.0,Diseño
580,110,Big Data con Spark,3.0,Ciencia de Datos
233,102,Machine Learning Básico,4.0,Ciencia de Datos
111,106,Blockchain Fundamentals,2.0,Tecnología
623,108,SQL Avanzado,1.0,Bases de Datos
748,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
425,105,Desarrollo Web Full Stack,4.0,Programación
282,102,Machine Learning Básico,3.0,Ciencia de Datos
952,106,Blockchain Fundamentals,5.0,Tecnología
377,101,Introducción a Python,5.0,Programación
662,105,Desarrollo Web Full Stack,4.0,Programación
350,108,SQL Avanzado,1.0,Bases de Datos
759,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
543,108,SQL Avanzado,5.0,Bases de Datos
548,108,SQL Avanzado,2.0,Bases de Datos
468,104,Diseño UX/UI,1.0,Diseño
606,108,SQL Avanzado,3.0,Bases de Datos
574,109,Redes Neuronales,2.0,Ciencia de Datos
847,108,SQL Avanzado,2.0,Bases de Datos
435,105,Desarrollo Web Full Stack,2.0,Programación
118,104,Diseño UX/UI,3.0,Diseño
724,101,Introducción a Python,4.0,Programación
113,101,Introducción a Python,2.0,Programación
654,106,Blockchain Fundamentals,5.0,Tecnología
894,104,Diseño UX/UI,5.0,Diseño
259,101,Introducción a Python,2.0,Programación
10,105,Desarrollo Web Full Stack,2.0,Programación
172,102,Machine Learning Básico,5.0,Ciencia de Datos
168,102,Machine Learning Básico,4.0,Ciencia de Datos
321,105,Desarrollo Web Full Stack,1.0,Programación
785,109,Redes Neuronales,3.0,Ciencia de Datos
911,108,SQL Avanzado,3.0,Bases de Datos
606,101,Introducción a Python,5.0,Programación
318,102,Machine Learning Básico,5.0,Ciencia de Datos
376,109,Redes Neuronales,2.0,Ciencia de Datos
588,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
513,108,SQL Avanzado,4.0,Bases de Datos
832,108,SQL Avanzado,3.0,Bases de Datos
873,105,Desarrollo Web Full Stack,4.0,Programación
798,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
165,105,Desarrollo Web Full Stack,3.0,Programación
379,110,Big Data con Spark,4.0,Ciencia de Datos
601,110,Big Data con Spark,1.0,Ciencia de Datos
402,108,SQL Avanzado,3.0,Bases de Datos
637,106,Blockchain Fundamentals,1.0,Tecnología
23,101,Introducción a Python,1.0,Programación
145,101,Introducción a Python,2.0,Programación
974,105,Desarrollo Web Full Stack,3.0,Programación
39,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
391,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
448,104,Diseño UX/UI,5.0,Diseño
289,104,Diseño UX/UI,3.0,Diseño
420,106,Blockchain Fundamentals,1.0,Tecnología
97,105,Desarrollo Web Full Stack,3.0,Programación
951,101,Introducción a Python,4.0,Programación
598,102,Machine Learning Básico,2.0,Ciencia de Datos
517,110,Big Data con Spark,1.0,Ciencia de Datos
118,106,Blockchain Fundamentals,5.0,Tecnología
159,104,Diseño UX/UI,5.0,Diseño
216,104,Diseño UX/UI,5.0,Diseño
648,105,Desarrollo Web Full Stack,5.0,Programación
47,104,Diseño UX/UI,4.0,Diseño
685,102,Machine Learning Básico,3.0,Ciencia de Datos
95,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
932,104,Diseño UX/UI,2.0,Diseño
811,105,Desarrollo Web Full Stack,4.0,Programación
11,110,Big Data con Spark,2.0,Ciencia de Datos
302,110,Big Data con Spark,5.0,Ciencia de Datos
616,102,Machine Learning Básico,1.0,Ciencia de Datos
993,108,SQL Avanzado,4.0,Bases de Datos
683,104,Diseño UX/UI,4.0,Diseño
133,108,SQL Avanzado,5.0,Bases de Datos
840,110,Big Data con Spark,1.0,Ciencia de Datos
604,110,Big Data con Spark,1.0,Ciencia de Datos
51,108,SQL Avanzado,1.0,Bases de Datos
726,107,Marketing Digital,1.0,Negocios
814,105,Desarrollo Web Full Stack,5.0,Programación
346,104,Diseño UX/UI,1.0,Diseño
1,106,Blockchain Fundamentals,3.0,Tecnología
936,105,Desarrollo Web Full Stack,1.0,Programación
309,109,Redes Neuronales,2.0,Ciencia de Datos
436,109,Redes Neuronales,5.0,Ciencia de Datos
666,109,Redes Neuronales,3.0,Ciencia de Datos
575,104,Diseño UX/UI,1.0,Diseño
602,106,Blockchain Fundamentals,2.0,Tecnología
903,102,Machine Learning Básico,3.0,Ciencia de Datos
418,101,Introducción a Python,3.0,Programación
955,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
967,104,Diseño UX/UI,5.0,Diseño
856,101,Introducción a Python,1.0,Programación
285,106,Blockchain Fundamentals,2.0,Tecnología
156,102,Machine Learning Básico,5.0,Ciencia de Datos
49,107,Marketing Digital,1.0,Negocios
84,109,Redes Neuronales,1.0,Ciencia de Datos
148,106,Blockchain Fundamentals,4.0,Tecnología
63,108,SQL Avanzado,1.0,Bases de Datos
327,101,Introducción a Python,5.0,Programación
990,107,Marketing Digital,3.0,Negocios
891,108,SQL Avanzado,3.0,Bases de Datos
318,101,Introducción a Python,5.0,Programación
477,108,SQL Avanzado,3.0,Bases de Datos
18,101,Introducción a Python,3.0,Programación
175,102,Machine Learning Básico,2.0,Ciencia de Datos
502,101,Introducción a Python,2.0,Programación
222,106,Blockchain Fundamentals,3.0,Tecnología
831,104,Diseño UX/UI,1.0,Diseño
264,107,Marketing Digital,3.0,Negocios
800,110,Big Data con Spark,2.0,Ciencia de Datos
979,102,Machine Learning Básico,4.0,Ciencia de Datos
993,107,Marketing Digital,4.0,Negocios
800,102,Machine Learning Básico,5.0,Ciencia de Datos
8,101,Introducción a Python,1.0,Programación
759,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
767,108,SQL Avanzado,1.0,Bases de Datos
239,105,Desarrollo Web Full Stack,3.0,Programación
51,101,Introducción a Python,4.0,Programación
264,102,Machine Learning Básico,3.0,Ciencia de Datos
96,108,SQL Avanzado,3.0,Bases de Datos
912,104,Diseño UX/UI,4.0,Diseño
165,106,Blockchain Fundamentals,5.0,Tecnología
910,107,Marketing Digital,2.0,Negocios
7,110,Big Data con Spark,1.0,Ciencia de Datos
151,105,Desarrollo Web Full Stack,3.0,Programación
624,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
285,102,Machine Learning Básico,2.0,Ciencia de Datos
897,105,Desarrollo Web Full Stack,4.0,Programación
523,110,Big Data con Spark,2.0,Ciencia de Datos
707,107,Marketing Digital,4.0,Negocios
532,105,Desarrollo Web Full Stack,5.0,Programación
934,109,Redes Neuronales,2.0,Ciencia de Datos
53,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
506,106,Blockchain Fundamentals,4.0,Tecnología
280,101,Introducción a Python,2.0,Programación
158,108,SQL Avanzado,3.0,Bases de Datos
727,101,Introducción a Python,2.0,Programación
115,101,Introducción a Python,1.0,Programación
552,102,Machine Learning Básico,5.0,Ciencia de Datos
281,107,Marketing Digital,1.0,Negocios
758,106,Blockchain Fundamentals,3.0,Tecnología
494,104,Diseño UX/UI,2.0,Diseño
442,102,Machine Learning Básico,5.0,Ciencia de Datos
75,106,Blockchain Fundamentals,2.0,Tecnología
128,105,Desarrollo Web Full Stack,2.0,Programación
356,109,Redes Neuronales,2.0,Ciencia de Datos
17,105,Desarrollo Web Full Stack,1.0,Programación
998,110,Big Data con Spark,4.0,Ciencia de Datos
599,105,Desarrollo Web Full Stack,2.0,Programación
342,105,Desarrollo Web Full Stack,3.0,Programación
825,106,Blockchain Fundamentals,1.7999999999999998,Tecnología
168,102,Machine Learning Básico,4.0,Ciencia de Datos
749,109,Redes Neuronales,5.0,Ciencia de Datos
455,110,Big Data con Spark,5.0,Ciencia de Datos
401,110,Big Data con Spark,5.0,Ciencia de Datos
476,110,Big Data con Spark,2.0,Ciencia de Datos
822,101,Introducción a Python,3.0,Programación
693,104,Diseño UX/UI,3.0,Diseño
794,105,Desarrollo Web Full Stack,3.0,Programación
296,104,Diseño UX/UI,1.0,Diseño
187,107,Marketing Digital,3.0,Negocios
310,102,Machine Learning Básico,5.0,Ciencia de Datos
312,101,Introducción a Python,2.0,Programación
548,104,Diseño UX/UI,3.0,Diseño
739,104,Diseño UX/UI,3.0,Diseño
849,102,Machine Learning Básico,1.0,Ciencia de Datos
154,102,Machine Learning Básico,5.0,Ciencia de Datos
73,109,Redes Neuronales,1.0,Ciencia de Datos
641,109,Redes Neuronales,5.0,Ciencia de Datos
939,108,SQL Avanzado,2.0,Bases de Datos
25,107,Marketing Digital,3.0,Negocios
131,102,Machine Learning Básico,5.0,Ciencia de Datos
108,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
524,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
44,101,Introducción a Python,5.0,Programación
17,110,Big Data con Spark,1.0,Ciencia de Datos
823,101,Introducción a Python,4.0,Programación
318,108,SQL Avanzado,3.0,Bases de Datos
776,105,Desarrollo Web Full Stack,1.0,Programación
727,105,Desarrollo Web Full Stack,1.0,Programación
466,109,Redes Neuronales,4.0,Ciencia de Datos
655,110,Big Data con Spark,1.0,Ciencia de Datos
877,110,Big Data con Spark,2.0,Ciencia de Datos
16,107,Marketing Digital,1.0,Negocios
919,110,Big Data con Spark,5.0,Ciencia de Datos
86,110,Big Data con Spark,5.0,Ciencia de Datos
519,109,Redes Neuronales,3.0,Ciencia de Datos
688,108,SQL Avanzado,1.2,Bases de Datos
827,107,Marketing Digital,5.0,Negocios
594,104,Diseño UX/UI,3.0,Diseño
402,110,Big Data con Spark,1.0,Ciencia de Datos
526,108,SQL Avanzado,3.0,Bases de Datos
620,102,Machine Learning Básico,3.0,Ciencia de Datos
805,108,SQL Avanzado,2.0,Bases de Datos
183,107,Marketing Digital,4.0,Negocios
39,108,SQL Avanzado,1.0,Bases de Datos
516,106,Blockchain Fundamentals,1.0,Tecnología
397,102,Machine Learning Básico,1.0,Ciencia de Datos
16,110,Big Data con Spark,4.0,Ciencia de Datos
894,102,Machine Learning Básico,3.0,Ciencia de Datos
170,102,Machine Learning Básico,3.0,Ciencia de Datos
759,102,Machine Learning Básico,3.0,Ciencia de Datos
891,107,Marketing Digital,4.0,Negocios
29,101,Introducción a Python,5.0,Programación
318,105,Desarrollo Web Full Stack,4.0,Programación
697,108,SQL Avanzado,4.0,Bases de Datos
239,109,Redes Neuronales,2.0,Ciencia de Datos
926,109,Redes Neuronales,4.0,Ciencia de Datos
389,101,Introducción a Python,1.0,Programación
3,108,SQL Avanzado,2.0,Bases de Datos
324,102,Machine Learning Básico,5.0,Ciencia de Datos
665,101,Introducción a Python,5.0,Programación
975,109,Redes Neuronales,1.0,Ciencia de Datos
889,108,SQL Avanzado,4.0,Bases de Datos
140,110,Big Data con Spark,5.0,Ciencia de Datos
61,105,Desarrollo Web Full Stack,3.0,Programación
380,106,Blockchain Fundamentals,3.0,Tecnología
62,102,Machine Learning Básico,1.0,Ciencia de Datos
711,104,Diseño UX/UI,4.0,Diseño
571,108,SQL Avanzado,4.0,Bases de Datos
861,106,Blockchain Fundamentals,5.0,Tecnología
243,110,Big Data con Spark,3.0,Ciencia de Datos
226,109,Redes Neuronales,2.0,Ciencia de Datos
937,101,Introducción a Python,2.0,Programación
259,108,SQL Avanzado,5.0,Bases de Datos
773,106,Blockchain Fundamentals,1.0,Tecnología
521,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
890,101,Introducción a Python,5.0,Programación
891,110,Big Data con Spark,3.0,Ciencia de Datos
690,102,Machine Learning Básico,1.0,Ciencia de Datos
216,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
998,108,SQL Avanzado,5.0,Bases de Datos
89,109,Redes Neuronales,4.0,Ciencia de Datos
910,105,Desarrollo Web Full Stack,2.0,Programación
267,109,Redes Neuronales,3.0,Ciencia de Datos
635,109,Redes Neuronales,3.0,Ciencia de Datos
921,102,Machine Learning Básico,4.0,Ciencia de Datos
170,109,Redes Neuronales,1.0,Ciencia de Datos
261,102,Machine Learning Básico,4.0,Ciencia de Datos
975,106,Blockchain Fundamentals,3.0,Tecnología
901,110,Big Data con Spark,2.0,Ciencia de Datos
454,105,Desarrollo Web Full Stack,4.0,Programación
688,105,Desarrollo Web Full Stack,3.0,Programación
593,102,Machine Learning Básico,5.0,Ciencia de Datos
224,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
323,108,SQL Avanzado,2.0,Bases de Datos
40,101,Introducción a Python,3.0,Programación
336,108,SQL Avanzado,4.0,Bases de Datos
353,109,Redes Neuronales,5.0,Ciencia de Datos
363,109,Redes Neuronales,5.0,Ciencia de Datos
